Sr.NO,Date,Start Time,End Time,PM2.5 (ug/m3),PM10 (ug/m3),NO2 (ug/m3),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3)
0,3/5/2021,16:00:00,17:00:00,68.27,143,35.72,12.82,23.12,0.45,100.98
1,3/5/2021,17:00:00,18:00:00,45.2,122.86,49.79,15.74,21.71,0.62,72.2
2,3/5/2021,18:00:00,19:00:00,43.15,127.7,113.36,14.2,19.48,1.18,20.66
3,3/5/2021,19:00:00,20:00:00,52.85,157.48,130.81,14.21,21.76,2,2.48
4,3/5/2021,20:00:00,21:00:00,66.3,189.78,115.76,14.36,21.68,1.43,2.3
5,3/5/2021,21:00:00,22:00:00,72.83,172.56,96.02,15.33,19.48,1.16,1.77
6,3/5/2021,22:00:00,23:00:00,70.15,175.06,103.72,15.23,19.49,1.41,0.25
7,3/5/2021,23:00:00,0:00:00,88.5,197.94,129.98,17.76,24.72,2.41,0.34
8,3/6/2021,0:00:00,1:00:00,132.3,350.42,175.38,16.91,26.89,2.71,0.45
9,3/6/2021,1:00:00,2:00:00,157.05,410.17,201.01,16.77,23.44,1.43,0.03
10,3/6/2021,2:00:00,3:00:00,122.5,224.43,92.61,18.71,21.59,1.1,0.38
11,3/6/2021,3:00:00,4:00:00,109.65,262.26,71.84,18.3,22.17,0.96,0.07
12,3/6/2021,4:00:00,5:00:00,129.7,216.75,66.53,20.7,24.42,1.12,0.16
13,3/6/2021,5:00:00,6:00:00,126.5,218.72,57.63,18.55,22.84,0.78,0.13
14,3/6/2021,6:00:00,7:00:00,106.6,197.22,59.51,17.26,23.05,1.06,0.04
15,3/6/2021,7:00:00,8:00:00,134.55,193.42,47.44,18.13,21.89,1.98,0.32
16,3/6/2021,8:00:00,9:00:00,154.2,301.94,69.98,19.32,20.86,1.48,0.38
17,3/6/2021,9:00:00,10:00:00,155.4,261.72,70.86,15.92,18.6,1.23,4.65
18,3/6/2021,10:00:00,11:00:00,109.55,181.33,33.15,14.19,16.41,0.7,19.09
19,3/6/2021,11:00:00,12:00:00,72.3,145.86,39.93,16.04,17.12,0.73,26.07
20,3/6/2021,12:00:00,13:00:00,74.82,178.86,55.91,21.43,15.23,0.82,47.45
21,3/6/2021,13:00:00,14:00:00,86.67,187,47.78,22.32,14.93,0.98,88.11
22,3/6/2021,14:00:00,15:00:00,94.1,193.47,52.43,21.36,14.05,1,50.34
23,3/6/2021,15:00:00,16:00:00,92.05,182.95,43.38,20.57,13.88,0.76,66.59
24,3/6/2021,16:00:00,17:00:00,79.25,158.25,50.57,17.1,14.59,0.56,66.74
25,3/6/2021,17:00:00,18:00:00,67.6,141.68,65.82,18.2,13.66,0.53,33.23
26,3/6/2021,18:00:00,19:00:00,53.87,145.44,66.05,19.73,12.41,0.67,18.69
27,3/6/2021,19:00:00,20:00:00,57.05,146.19,74.76,23.17,15.88,1.39,2.01
28,3/6/2021,20:00:00,21:00:00,62.5,175.81,60.49,23.95,16.17,1.35,0.63
29,3/6/2021,21:00:00,22:00:00,67.95,163.67,61.3,25,19.09,1.96,0.76
30,3/6/2021,22:00:00,23:00:00,81.17,217.81,57.09,23.62,20.31,2.12,3
31,3/6/2021,23:00:00,0:00:00,104.45,312.56,279.79,20.62,23.52,2.05,1.19
32,3/7/2021,0:00:00,1:00:00,99.84,357.19,473.71,15.11,26.7,2.01,0.32
33,3/7/2021,1:00:00,2:00:00,117.35,316.86,225.97,23.88,23.21,1.78,0.89
34,3/7/2021,2:00:00,3:00:00,103.23,264.72,60.86,26.26,21.93,1.83,1.3
35,3/7/2021,3:00:00,4:00:00,98.13,251.78,49.74,25.13,21.72,1.59,0.65
36,3/7/2021,4:00:00,5:00:00,93.2,202.67,35.84,27.02,23.72,1.48,0.76
37,3/7/2021,5:00:00,6:00:00,90.47,178.11,33.73,23.68,23.88,1.66,1.17
38,3/7/2021,6:00:00,7:00:00,99.55,238.05,41.41,24.05,21.82,1.51,0.86
39,3/7/2021,7:00:00,8:00:00,113.6,224.81,37.37,22.16,24.11,2.1,0.96
40,3/7/2021,8:00:00,9:00:00,133.1,286.47,67.08,24.85,22.52,1.52,1.79
41,3/7/2021,9:00:00,10:00:00,146.27,269.1,56.76,24.65,24.99,1.18,7.22
42,3/7/2021,10:00:00,11:00:00,108.35,221.65,29.59,26.98,42.23,0.67,37.06
43,3/7/2021,11:00:00,12:00:00,74.25,207.34,38.08,27.15,31.47,0.61,48.61
44,3/7/2021,12:00:00,13:00:00,53.33,169.7,32.74,21.77,23.61,0.51,68.44
45,3/7/2021,13:00:00,14:00:00,44.5,299.56,27.03,19.77,19.29,0.43,83.1
46,3/7/2021,14:00:00,15:00:00,35.74,144.85,24.19,19.16,16.8,0.3,71.73
47,3/7/2021,15:00:00,16:00:00,26.3,73.36,20.45,17.55,16.65,0.31,69.79
48,3/7/2021,16:00:00,17:00:00,23.25,68.77,22.58,17.96,14.47,0.26,68.1
49,3/7/2021,17:00:00,18:00:00,21.4,65.58,26.97,18.78,14.33,0.34,55.37
50,3/7/2021,18:00:00,19:00:00,24.35,65,42.17,19.93,12.55,0.45,27.4
51,3/7/2021,19:00:00,20:00:00,26.88,73.89,66.63,17.47,15.52,0.79,10.45
52,3/7/2021,20:00:00,21:00:00,35.35,94.75,73,15.8,21.25,2.11,2.72
53,3/7/2021,21:00:00,22:00:00,74.65,192.12,69.01,17.48,25.2,2.69,3.69
54,3/7/2021,22:00:00,23:00:00,141,294.26,62.88,18.31,27.35,3.15,3.97
55,3/7/2021,23:00:00,0:00:00,168.9,334.89,59.71,18.19,26.46,2.61,3.04
56,3/8/2021,0:00:00,1:00:00,156.53,270.33,57.52,17.3,22.52,1.75,3.11
57,3/8/2021,1:00:00,2:00:00,132,179.93,47.81,20.66,26.18,1.69,2.49
58,3/8/2021,2:00:00,3:00:00,109.65,215.43,48.21,18.14,31.95,1.55,2.46
59,3/8/2021,3:00:00,4:00:00,128.65,204.13,43.21,15,34.4,1.35,3.18
60,3/8/2021,4:00:00,5:00:00,112.77,187.53,41.27,14.39,32.03,1.25,3.18
61,3/8/2021,5:00:00,6:00:00,106.23,176.85,33.35,12.88,29.59,1.47,3.42
62,3/8/2021,6:00:00,7:00:00,126,208.64,32.35,10.05,36.2,2.52,3.4
63,3/8/2021,7:00:00,8:00:00,151.67,273.3,35.71,7.49,41.47,2.96,2.73
64,3/8/2021,8:00:00,9:00:00,149.12,336.5,40.53,11.41,44.84,1.7,4.86
65,3/8/2021,9:00:00,10:00:00,99.01,184.78,31.76,13.97,36.4,0.72,22.14
66,3/8/2021,10:00:00,11:00:00,77.7,131.21,37.47,16.41,38.23,0.87,49.68
67,3/8/2021,11:00:00,12:00:00,95.33,143.11,38.62,14.04,26.51,0.68,49.33
68,3/8/2021,12:00:00,13:00:00,74.59,245.62,57.66,13.76,28.33,0.7,51.4
69,3/8/2021,13:00:00,14:00:00,66.05,150.19,39.91,13.96,26.91,0.66,67.52
70,3/8/2021,14:00:00,15:00:00,52.18,111.33,33.16,13.5,20.91,0.59,99.35
71,3/8/2021,15:00:00,16:00:00,42.41,92.08,22.11,13.29,17.09,0.35,80.55
72,3/8/2021,16:00:00,17:00:00,30.71,79.81,25.07,13.91,17.72,0.36,57.41
73,3/8/2021,17:00:00,18:00:00,26.65,73.79,33.59,13.61,16.89,0.41,40.39
74,3/8/2021,18:00:00,19:00:00,27.75,72.19,51.13,15.13,15.71,0.63,20.29
75,3/8/2021,19:00:00,20:00:00,44.53,109,74.89,13.98,18.78,2.24,0.67
76,3/8/2021,20:00:00,21:00:00,60,171.83,72.15,15.11,20.43,2.32,1.37
77,3/8/2021,21:00:00,22:00:00,69.4,201.06,63.44,17.33,23.51,3.19,3.83
78,3/8/2021,22:00:00,23:00:00,123.93,410.58,60.57,21.35,26.4,3.03,3.89
79,3/8/2021,23:00:00,0:00:00,159.2,462.22,239.42,17.03,31.25,3.32,1.84
80,3/9/2021,0:00:00,1:00:00,166.67,496.33,282.17,20.25,30.83,2.69,1.4
81,3/9/2021,1:00:00,2:00:00,165.3,447.58,168.33,19.77,31.37,2.78,1.03
82,3/9/2021,2:00:00,3:00:00,165.1,445.59,62.05,21.12,32.1,2.8,0.58
83,3/9/2021,3:00:00,4:00:00,162.12,417.78,43.36,20.07,29.45,2.54,0.6
84,3/9/2021,4:00:00,5:00:00,137.95,333.47,49.52,17.62,26.34,1.69,0.4
85,3/9/2021,5:00:00,6:00:00,105,223.15,45.11,15.2,24.37,1.08,0.54
86,3/9/2021,6:00:00,7:00:00,82.8,150.78,48.52,15.87,23.09,1.18,0.59
87,3/9/2021,7:00:00,8:00:00,78.07,162.14,45.05,17.05,23.65,1.41,1.05
88,3/9/2021,8:00:00,9:00:00,96.9,185.52,44.85,19.27,31.42,0.83,3.46
89,3/9/2021,9:00:00,10:00:00,87.88,167.03,43.97,20.18,59.07,0.88,11.07
90,3/9/2021,10:00:00,11:00:00,81,165.03,31.83,19.97,50.92,0.65,39.51
91,3/9/2021,11:00:00,12:00:00,74.05,151,24.8,21.08,38.72,0.54,70.47
92,3/9/2021,12:00:00,13:00:00,64.53,154.7,22.29,20.79,32.86,0.49,89.71
93,3/9/2021,13:00:00,14:00:00,57.82,132.64,30.39,19.02,26.96,0.52,101.89
94,3/9/2021,14:00:00,15:00:00,56,115.81,33.74,19.18,22.22,0.52,104.78
95,3/9/2021,15:00:00,16:00:00,47.53,126.27,30.46,21.41,23.86,0.55,112.95
96,3/9/2021,16:00:00,17:00:00,56.26,137.08,28.2,17.49,26.71,0.48,109.79
97,3/9/2021,17:00:00,18:00:00,54.06,141.59,41.9,15.74,22.79,0.62,92.43
98,3/9/2021,18:00:00,19:00:00,56,146.51,72.38,16.7,19.72,0.83,54.88
99,3/9/2021,19:00:00,20:00:00,62.35,151.24,131.46,13.51,20.33,3.16,7.13
100,3/9/2021,20:00:00,21:00:00,83.17,251.89,111.47,17.86,25.93,2.04,8.68
101,3/9/2021,21:00:00,22:00:00,104.27,251.24,99.34,18.56,30.44,1.82,10.87
102,3/9/2021,22:00:00,23:00:00,108.15,191.03,73.76,19.2,33.7,1.2,35.32
103,3/9/2021,23:00:00,0:00:00,104.33,181.71,85.08,16.01,30.63,1.25,30.67
104,3/10/2021,0:00:00,1:00:00,113.35,180,216.55,14.06,30.76,1.52,2.89
105,3/10/2021,10:00:00,11:00:00,89.07,174,50.27,18.82,50.32,1.69,37.75
106,3/10/2021,11:00:00,12:00:00,82.1,169.17,45.77,18.71,47.89,0.83,66.61
107,3/10/2021,12:00:00,13:00:00,84.67,181.69,39.78,18.07,44.98,0.69,101.11
108,3/10/2021,13:00:00,14:00:00,73.95,160.83,39.63,15.88,30.32,0.63,94.37
109,3/10/2021,14:00:00,15:00:00,57.9,137.96,31.62,16.45,24.71,0.57,106.3
110,3/10/2021,15:00:00,16:00:00,52.05,147.26,33.76,17.83,16.04,0.5,68.52
111,3/10/2021,16:00:00,17:00:00,52.6,125.31,27.29,15.65,17.45,0.47,83.11
112,3/10/2021,17:00:00,18:00:00,50.7,120.61,36.36,13.13,17.36,0.51,81.58
113,3/10/2021,18:00:00,19:00:00,53.41,121.81,68.73,13.07,19.52,0.75,69.88
114,3/10/2021,19:00:00,20:00:00,56,143.6,121.27,15.75,18.47,1.68,23.87
115,3/10/2021,20:00:00,21:00:00,72.8,192.35,131.91,17.52,25.63,2.02,5.54
116,3/10/2021,21:00:00,22:00:00,110.33,232.63,128.86,17.16,33.67,3.39,1.41
117,3/10/2021,22:00:00,23:00:00,129.65,352.98,169.37,15.45,33.29,2.67,1.93
118,3/10/2021,23:00:00,0:00:00,139.88,344.56,318.27,11.65,33.87,3.27,1.45
119,3/11/2021,0:00:00,1:00:00,144.05,436.35,244.07,17.61,33.11,2.54,1.2
120,3/11/2021,1:00:00,2:00:00,157.59,387.69,123.62,18.43,30.92,2.31,1.95
121,3/11/2021,2:00:00,3:00:00,153.4,357.46,99.22,19.46,26.03,1.83,1.65
122,3/11/2021,3:00:00,4:00:00,136,247.03,88.02,12.97,28.86,1.42,0.62
123,3/11/2021,4:00:00,5:00:00,116.41,241,62.23,17.62,26.48,1.51,0.99
124,3/11/2021,5:00:00,6:00:00,111.6,238.05,63.31,15.82,27.47,1.5,1.23
125,3/11/2021,6:00:00,7:00:00,131.88,277.14,55.66,12.83,26.2,1.71,1.04
126,3/11/2021,7:00:00,8:00:00,130.53,258.88,51.11,14.45,24.08,1.42,2.36
127,3/11/2021,8:00:00,9:00:00,111.67,192.3,43.63,16.05,29.66,0.84,5.76
128,3/11/2021,9:00:00,10:00:00,90,157.35,49.86,14.29,69.94,0.89,18.83
129,3/11/2021,10:00:00,11:00:00,90.94,177,74.36,18.93,47.63,1.03,25.46
130,3/11/2021,11:00:00,12:00:00,89.9,183.42,58.59,17.16,41.94,0.8,54.14
131,3/11/2021,12:00:00,13:00:00,70.13,143.73,54.49,18.46,22.37,0.69,55.73
132,3/11/2021,13:00:00,14:00:00,48.47,131.4,30.33,16.59,15.35,0.42,33.94
133,3/11/2021,14:00:00,15:00:00,38.15,108.72,19.79,15.39,16.36,0.3,42.57
134,3/11/2021,15:00:00,16:00:00,29.23,90.96,22.8,14,15.95,0.28,43.05
135,3/11/2021,16:00:00,17:00:00,29.53,79.17,20.74,12.9,18.09,0.27,46.89
136,3/11/2021,17:00:00,18:00:00,34.94,87.44,28.36,14.43,15.79,0.34,39.39
137,3/11/2021,18:00:00,19:00:00,31.6,94.44,32.91,15.34,15.86,0.41,38.02
138,3/11/2021,19:00:00,20:00:00,33.88,96.8,44.73,16.1,13.98,0.52,20.5
139,3/11/2021,20:00:00,21:00:00,40.3,100.21,47.78,15.52,13.58,0.79,7.56
140,3/11/2021,21:00:00,22:00:00,42.17,112.24,58.31,15.09,14.74,1.32,0.77
141,3/11/2021,22:00:00,23:00:00,50.82,119.02,120.33,13.67,16.93,1.18,2.3
142,3/11/2021,23:00:00,0:00:00,123.2,258.88,206.61,12.49,20.77,1.3,1.28
143,3/12/2021,0:00:00,1:00:00,232.6,312.2,224.51,12.25,23.28,1.5,1.11
144,3/12/2021,1:00:00,2:00:00,210.11,349.92,167.56,11.5,20.27,1.04,1.08
145,3/12/2021,2:00:00,3:00:00,177.49,284.14,64.17,14.62,21.62,1,1.74
146,3/12/2021,3:00:00,4:00:00,103.12,243.15,50.49,15.13,21.37,0.84,1.66
147,3/12/2021,4:00:00,5:00:00,93.65,185.4,44.27,17.56,18.64,0.7,1.62
148,3/12/2021,5:00:00,6:00:00,71.06,124,43.8,15.42,20.54,0.84,1.59
149,3/12/2021,6:00:00,7:00:00,71.58,162.67,37.05,13.74,22.91,1.36,1.32
150,3/12/2021,7:00:00,8:00:00,96.17,212,41.47,15.68,21.4,1.33,2
151,3/12/2021,8:00:00,9:00:00,92.2,216.33,26.27,15.98,21.9,0.49,6.9
152,3/12/2021,9:00:00,10:00:00,70.24,122,37.35,15.16,39.86,0.68,13.61
153,3/12/2021,10:00:00,11:00:00,75.88,179.8,57.72,13.89,45.12,0.9,17.72
154,3/12/2021,11:00:00,12:00:00,89.06,168.94,35.14,16.38,32.13,0.59,35.6
155,3/12/2021,12:00:00,13:00:00,65.89,144.69,42.55,15.35,23.1,0.5,42.25
156,3/12/2021,13:00:00,14:00:00,46.47,104.07,26.56,15.43,19.91,0.4,78.11
157,3/12/2021,14:00:00,15:00:00,34.36,97.93,28.45,14,17.26,0.39,82.41
158,3/12/2021,15:00:00,16:00:00,32.59,101.41,26.58,18.1,17.02,0.36,58.02
159,3/12/2021,16:00:00,17:00:00,41,108,25.93,15.01,15.96,0.31,59.88
160,3/12/2021,17:00:00,18:00:00,53,101.58,26.93,13.09,17.51,0.35,63.25
161,3/12/2021,18:00:00,19:00:00,46.41,108.83,48.75,13.02,16.95,0.51,41.59
162,3/12/2021,19:00:00,20:00:00,38.65,114.21,76.54,12.84,16.74,0.74,13.84
163,3/12/2021,20:00:00,21:00:00,37.65,115,65.09,13.16,21.67,0.82,7.64
164,3/12/2021,21:00:00,22:00:00,45,140,67.48,16.91,32.58,0.93,4.58
165,3/12/2021,22:00:00,23:00:00,62.12,176.93,75.22,14.6,49.53,2.27,2.71
166,3/12/2021,23:00:00,0:00:00,70.35,216.5,65.09,14.06,44.59,0.75,11.87
167,3/13/2021,0:00:00,1:00:00,64.33,150.4,64.68,14.69,34.01,0.84,15.01
168,3/13/2021,1:00:00,2:00:00,75.23,148.06,82.06,12.33,32.24,1.03,11.79
169,3/13/2021,2:00:00,3:00:00,81.01,180.01,84.39,12.6,27.24,1.12,1.74
170,3/13/2021,3:00:00,4:00:00,92.41,168.32,75.76,9.6,24.76,1.09,1.93
171,3/13/2021,4:00:00,5:00:00,99.95,183.14,71.11,10.54,22.78,1.08,4.37
172,3/13/2021,5:00:00,6:00:00,100.06,188,48.22,14.36,24.99,0.83,19.14
173,3/13/2021,6:00:00,7:00:00,91.77,181.58,71.53,13.78,31.28,1.14,6.51
174,3/13/2021,7:00:00,8:00:00,100.29,217.86,70,14.84,33.33,1.13,5.62
175,3/13/2021,8:00:00,9:00:00,102.94,239.84,50.21,13.93,47.69,0.74,23.61
176,3/13/2021,9:00:00,10:00:00,93,205.27,42.75,13.29,56.3,0.72,45.94
177,3/13/2021,10:00:00,11:00:00,90.77,199.21,53.05,12.23,48.11,0.78,56.93
178,3/13/2021,11:00:00,12:00:00,90.34,196.79,46.45,11.89,32.47,0.68,60.54
179,3/13/2021,12:00:00,13:00:00,61.35,143.2,46.13,10.58,20.51,0.57,55.02
180,3/13/2021,13:00:00,14:00:00,47.59,114.75,39.42,11.54,21.47,0.49,67.92
181,3/13/2021,14:00:00,15:00:00,37.94,102.97,15.37,10.05,18.1,0.27,71.01
182,3/13/2021,15:00:00,16:00:00,27.88,72.9,12.63,9.79,17.79,0.3,85.32
183,3/13/2021,16:00:00,17:00:00,37.17,95.48,35.41,14.16,17.55,0.55,111.18
184,3/13/2021,17:00:00,18:00:00,56.94,169.42,37.25,12.11,20.1,0.51,106.38
185,3/13/2021,18:00:00,19:00:00,63.67,179.81,52.47,11.01,18.12,0.63,96.77
186,3/13/2021,19:00:00,20:00:00,62.17,171.58,78.91,11.44,16.07,0.93,55.11
187,3/13/2021,20:00:00,21:00:00,65.4,170.74,44.27,11.34,19.68,0.74,63.54
188,3/13/2021,21:00:00,22:00:00,57.89,170.2,67.99,13.18,24.45,0.96,37.42
189,3/13/2021,22:00:00,23:00:00,76.12,171.6,54.22,12.62,23.72,0.9,47.2
190,3/13/2021,23:00:00,0:00:00,80.35,173.6,60.37,12.41,26.25,0.95,40.54
191,3/14/2021,0:00:00,1:00:00,77.83,173.2,99.14,10,27.31,1.02,14.28
192,3/14/2021,1:00:00,2:00:00,80.18,186.65,108.17,10.6,28.76,1.32,0.73
193,3/14/2021,2:00:00,3:00:00,90.06,190,94.11,10.55,24.26,1.19,1.2
194,3/14/2021,3:00:00,4:00:00,84.5,204,91.44,10.23,26.21,1.46,1.31
195,3/14/2021,4:00:00,5:00:00,96.47,283.75,82.19,13.68,26.71,1.43,2.02
196,3/14/2021,5:00:00,6:00:00,117.64,338.93,79.88,10.92,29.64,1.59,1.23
197,3/14/2021,6:00:00,7:00:00,120.47,332,72.9,8.16,29.07,1.59,1.33
198,3/14/2021,7:00:00,8:00:00,116.47,287.67,73.15,12.06,35.79,1.59,1.71
199,3/14/2021,8:00:00,9:00:00,115.7,244.28,48.74,9.9,50.84,0.96,20.45
200,3/14/2021,9:00:00,10:00:00,105.72,205.04,48.95,11.6,60.36,0.91,32.36
201,3/14/2021,10:00:00,11:00:00,96.18,181.16,33.27,10.74,43.69,0.71,62.96
202,3/14/2021,11:00:00,12:00:00,79.17,166.76,25.86,12.71,41.98,0.63,87.62
203,3/14/2021,12:00:00,13:00:00,69.76,164.8,28.75,13.11,39.07,0.6,105.9
204,3/14/2021,13:00:00,14:00:00,64.47,169.01,34.56,12.8,34.94,0.61,117.38
205,3/14/2021,14:00:00,15:00:00,66.75,147.27,30.3,14.57,23.53,0.61,124.12
206,3/14/2021,15:00:00,16:00:00,60.76,172.6,32.84,14.04,26.72,0.61,148.88
207,3/14/2021,16:00:00,17:00:00,70.06,179.4,31.16,11.41,31.11,0.48,137.65
208,3/14/2021,17:00:00,18:00:00,60.53,155.8,36.05,11,30.09,0.53,115.86
209,3/14/2021,18:00:00,19:00:00,56.47,143.58,96.53,12.13,24.72,0.95,64.29
210,3/14/2021,19:00:00,20:00:00,55.69,168.53,151.28,9.99,25.15,2.08,15.48
211,3/14/2021,20:00:00,21:00:00,82.98,229.38,139.82,14.03,33.02,3.03,2.33
212,3/14/2021,21:00:00,22:00:00,140,413,116.49,14.46,34.76,3.41,2.46
213,3/14/2021,22:00:00,23:00:00,156.53,424.24,107.48,12.91,36.66,3.05,1.42
214,3/14/2021,23:00:00,0:00:00,135.54,352.2,100.44,12.5,36.92,2.73,1.48
215,3/15/2021,0:00:00,1:00:00,121.59,322.6,94.78,11.1,34.68,3.03,1.71
216,3/15/2021,1:00:00,2:00:00,130.35,313.14,97.38,11.59,30.86,2.55,1.95
217,3/15/2021,2:00:00,3:00:00,123.89,255.8,93.45,13.27,28.02,2.33,1.73
218,3/15/2021,3:00:00,4:00:00,114.36,247.16,96.09,13.35,27.09,1.74,2.19
219,3/15/2021,4:00:00,5:00:00,111.76,242.6,89.22,11.75,30.71,1.96,0.99
220,3/15/2021,5:00:00,6:00:00,124.22,289.17,77.41,13.11,30.26,2.08,1.16
221,3/15/2021,6:00:00,7:00:00,125.71,298.59,69.09,11.07,28.77,2.39,0.76
222,3/15/2021,7:00:00,8:00:00,134.33,295.79,70.18,10.86,30.05,2.36,1.28
223,3/15/2021,8:00:00,9:00:00,162.52,341.56,121.51,13.92,47.05,3.52,1.12
224,3/15/2021,9:00:00,10:00:00,195.42,474.61,124.87,17.01,70.9,1.92,5.15
225,3/15/2021,10:00:00,11:00:00,138.12,318,88.2,16.39,51.38,1.38,44.61
226,3/15/2021,11:00:00,12:00:00,99.47,247.93,48.89,12.53,50.48,0.89,90
227,3/15/2021,12:00:00,13:00:00,84.47,228.55,43.44,13.82,44.1,0.83,108.67
228,3/15/2021,13:00:00,14:00:00,81.94,199.33,34.36,12.64,30.25,0.59,112.97
229,3/15/2021,14:00:00,15:00:00,73.65,141.03,33.85,15.86,25.07,0.64,135.66
230,3/15/2021,15:00:00,16:00:00,67.36,186,40.82,13.9,31.98,0.61,134.59
231,3/15/2021,16:00:00,17:00:00,62.42,188.4,33.66,12.78,33.61,0.53,127.51
232,3/15/2021,17:00:00,18:00:00,61.83,165.72,41.2,13.8,25.12,0.54,88.06
233,3/15/2021,18:00:00,19:00:00,53.88,143.2,41.4,51.05,13.81,0.64,8.77
234,3/15/2021,19:00:00,20:00:00,44.36,143.82,41.3,60.43,12.7,0.6,6.16
235,3/15/2021,20:00:00,21:00:00,48.58,146.6,36.53,57.75,15.2,1.32,1.12
236,3/15/2021,21:00:00,22:00:00,75.41,244.6,26.8,55.22,15.75,1.32,1.46
237,3/15/2021,22:00:00,23:00:00,76.56,189,24.96,63.83,13.85,1.02,2.16
238,3/15/2021,23:00:00,0:00:00,62.47,148.93,20.75,64.62,15.48,1.1,1.54
239,3/16/2021,0:00:00,1:00:00,73.41,176.8,18.06,62.57,16,1.11,1.75
240,3/16/2021,1:00:00,2:00:00,88.72,209.2,14.58,56.13,18.86,1.38,1.61
241,3/16/2021,2:00:00,3:00:00,117.13,309.2,8.66,62.28,19.01,1.55,1.86
242,3/16/2021,3:00:00,4:00:00,131.5,386,3.4,59.65,16.64,1.41,2.08
243,3/16/2021,4:00:00,5:00:00,118.94,236.68,4.05,56.55,19.29,1.55,1.87
244,3/16/2021,5:00:00,6:00:00,123.75,300,2.08,55.27,19.94,1.7,1.86
245,3/16/2021,6:00:00,7:00:00,132.8,297,2.15,53.84,21.42,1.85,1.77
246,3/16/2021,7:00:00,8:00:00,139,338.4,0.17,52.45,22.05,1.99,1.49
247,3/16/2021,8:00:00,9:00:00,143.8,392.8,3.31,54.76,23.47,1.74,2.35
248,3/16/2021,9:00:00,10:00:00,110.06,299.25,15.24,46.39,35.38,1.51,1.89
249,3/16/2021,10:00:00,11:00:00,106.31,243.5,56.52,68.29,27.7,1.17,2.89
250,3/16/2021,11:00:00,12:00:00,83.67,188.09,66.02,70.87,22.62,0.79,32.48
251,3/16/2021,12:00:00,13:00:00,52.95,167.79,28.23,51.98,26.83,0.43,72.53
252,3/16/2021,13:00:00,14:00:00,39.51,151.8,25.61,32.38,24.25,0.42,89.32
253,3/16/2021,14:00:00,15:00:00,34.64,128.73,25.23,29.47,19.34,0.46,96.96
254,3/16/2021,15:00:00,16:00:00,42.89,144.8,28.4,33.43,17.83,0.52,102.36
255,3/16/2021,16:00:00,17:00:00,61.35,180,30.98,24.31,24.47,0.49,104.52
256,3/16/2021,17:00:00,18:00:00,57.35,175.18,38.1,18.91,20.73,0.5,66.94
257,3/16/2021,18:00:00,19:00:00,48.79,163,75.34,18.25,18.62,0.74,33.26
258,3/16/2021,19:00:00,20:00:00,53.7,172.6,64.27,19.47,18.27,0.73,34.77
259,3/16/2021,20:00:00,21:00:00,52.65,161,76.05,17.09,28.46,1.68,9.82
260,3/16/2021,21:00:00,22:00:00,68.49,233.8,81.14,17.62,36.38,2.98,2.63
261,3/16/2021,22:00:00,23:00:00,104.37,324.23,77.72,12.33,32.24,2.1,2.17
262,3/16/2021,23:00:00,0:00:00,101,240.18,66.27,9.04,33.58,1.93,2.29
263,3/17/2021,0:00:00,1:00:00,87.58,234.6,65.89,12.32,28.77,1.47,1.77
264,3/17/2021,1:00:00,2:00:00,90.66,236.4,61.36,12.96,32.87,1.92,1.18
265,3/17/2021,2:00:00,3:00:00,102.94,259.72,66.14,11.69,32.26,1.42,0.7
266,3/17/2021,3:00:00,4:00:00,76.4,193,64.25,13.95,29.16,1.09,0.94
267,3/17/2021,4:00:00,5:00:00,83.79,247.55,56.11,12.13,30.83,1.03,0.81
268,3/17/2021,5:00:00,6:00:00,93,232.57,54.58,11.95,30.67,1.1,1.29
269,3/17/2021,6:00:00,7:00:00,83.96,241.8,54.2,11.78,29.16,1.58,1.08
270,3/17/2021,7:00:00,8:00:00,102.7,268.68,59.24,13.84,33.58,1.53,1.21
271,3/17/2021,8:00:00,9:00:00,105.42,249,54.75,15.59,52.58,1.34,5.99
272,3/17/2021,9:00:00,10:00:00,95.67,170.6,40.86,15.14,54.31,0.87,25.65
273,3/17/2021,10:00:00,11:00:00,77.33,209.5,45.2,13.33,45.55,0.77,52.23
274,3/17/2021,11:00:00,12:00:00,86.42,202.73,51.08,13.67,40.33,0.75,68.53
275,3/17/2021,12:00:00,13:00:00,80.42,213.2,27.18,13.91,28.6,0.49,83.35
276,3/17/2021,13:00:00,14:00:00,54.92,177.94,44.04,14.2,23.62,0.55,72.5
277,3/17/2021,14:00:00,15:00:00,46.77,151.34,28.27,13.98,22.93,0.52,96.24
278,3/17/2021,15:00:00,16:00:00,46.36,157.03,35.13,15.35,17.77,0.53,89.14
279,3/17/2021,16:00:00,17:00:00,50.36,176.41,31.55,14.88,19.51,0.52,102
280,3/17/2021,17:00:00,18:00:00,52.67,178,42.93,13.63,26.12,0.54,93.18
281,3/17/2021,18:00:00,19:00:00,57.33,178,77.55,13.48,23.94,0.84,51.28
282,3/17/2021,19:00:00,20:00:00,66.88,185.5,148.53,11.21,25.36,2.31,5.98
283,3/17/2021,20:00:00,21:00:00,82.62,238.68,113.04,15.17,31.71,1.6,28.25
284,3/17/2021,21:00:00,22:00:00,104,262.82,98.06,15.09,33.98,1.79,34.51
285,3/17/2021,22:00:00,23:00:00,117,223.18,79.81,13.85,30.1,1.23,63.69
