Sr.NO,Date,Start Time,End Time,PM2.5 (ug/m3),PM10 (ug/m3),NO2 (ug/m3),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3)
3131,7/17/2021,9:00:00,10:00:00,13.38,15.8,25.42,1.28,10.34,1.3,2.7
3132,7/17/2021,10:00:00,11:00:00,16.71,20.09,20.56,4.02,8.16,0.9,3.38
3133,7/17/2021,11:00:00,12:00:00,12,15.13,16.48,5.52,7.31,0.43,4.79
3134,7/17/2021,12:00:00,13:00:00,10,10.7,15.13,6.73,7.95,0.42,3.37
3135,7/17/2021,13:00:00,14:00:00,11.25,14.82,12.73,6.67,8.57,0.16,79.26
3136,7/17/2021,14:00:00,15:00:00,7.55,9,13.27,6.51,9.07,0.17,28.16
3137,7/17/2021,15:00:00,16:00:00,9.1,16.85,12.28,6.83,9.12,0.13,51.05
3138,7/17/2021,16:00:00,17:00:00,11.97,15,12.79,5.53,8.52,0.33,27.68
3139,7/17/2021,17:00:00,18:00:00,11.4,16.95,18.3,5.64,8.11,0.45,19.08
3140,7/17/2021,18:00:00,19:00:00,9.09,14.33,17.16,5.13,7.98,0.62,2.35
3141,7/17/2021,19:00:00,20:00:00,10.82,15.22,20.04,4.32,8.03,0.74,3.04
3142,7/17/2021,20:00:00,21:00:00,12,15.04,16.73,3.95,8.78,0.95,2.19
3143,7/17/2021,21:00:00,22:00:00,12.13,17,20.69,5.32,8.46,0.63,2.1
3144,7/17/2021,22:00:00,23:00:00,9.33,11.65,28.64,5.69,8.35,0.52,2.08
3145,7/17/2021,23:00:00,0:00:00,11.7,16.43,18.4,8.7,10.26,0.7,1.31
3146,7/18/2021,0:00:00,1:00:00,17,21.3,25.54,5.42,8.2,0.48,1.12
3147,7/18/2021,1:00:00,2:00:00,15,25,18.3,4.04,7.61,0.41,2.58
3148,7/18/2021,2:00:00,3:00:00,15.84,1,25.03,3.53,7.12,0.42,2.82
3149,7/18/2021,3:00:00,4:00:00,17.85,19.73,18.19,3.23,7.04,0.4,2.88
3150,7/18/2021,4:00:00,5:00:00,18.02,21.18,18.24,3.75,7.04,0.43,2.37
3151,7/18/2021,5:00:00,6:00:00,17.69,22.47,17.97,4,8.1,0.53,3.07
3152,7/18/2021,6:00:00,7:00:00,19.64,23.79,16.43,2.87,9.86,0.75,1.48
3153,7/18/2021,7:00:00,8:00:00,21.79,27.56,16.46,3.89,9.42,0.73,5.3
3154,7/18/2021,8:00:00,9:00:00,16.79,30,15.01,6.2,8.09,0.47,3.53
3155,7/18/2021,9:00:00,10:00:00,13,34,16.4,4.56,8.14,0.48,3.56
3156,7/18/2021,10:00:00,11:00:00,12.73,25.33,11.73,4.91,7.07,0.49,3.42
3157,7/18/2021,11:00:00,12:00:00,13.7,26.21,10.83,5.24,6.81,0.4,4.39
3158,7/18/2021,12:00:00,13:00:00,19,24.17,11.86,5.19,7.26,0.52,3.47
3159,7/18/2021,13:00:00,14:00:00,21.36,25.3,13.56,5.62,7.6,0.53,4.99
3160,7/18/2021,14:00:00,15:00:00,19,25.23,18.53,5.62,7.94,0.48,3.32
3162,7/18/2021,16:00:00,17:00:00,18.57,25.26,15.77,3.65,8.19,0.72,2.57
3163,7/18/2021,17:00:00,18:00:00,16,25.25,17.63,3.77,8.48,1.07,1.15
3164,7/18/2021,18:00:00,19:00:00,14,25.25,16.95,1.04,9.29,1.94,0.88
3180,7/19/2021,10:00:00,11:00:00,14,36.02,18.6,3.93,7.01,0.71,2.27
3181,7/19/2021,11:00:00,12:00:00,15.29,33.41,25.17,2.07,9.5,1.64,0.79
3182,7/19/2021,12:00:00,13:00:00,31.53,39,27.04,8.67,9.48,1.04,1.59
3183,7/19/2021,13:00:00,14:00:00,26,36,24.12,7.42,10.55,1.44,1.88
3184,7/19/2021,14:00:00,15:00:00,19.97,33.05,17.91,8.84,8.3,0.76,2.29
3185,7/19/2021,15:00:00,16:00:00,17.53,23,34.26,9.35,9.29,0.51,0.31
3186,7/19/2021,16:00:00,17:00:00,16.42,21.7,17.23,8.51,6.82,0.35,0.65
3187,7/19/2021,17:00:00,18:00:00,11.9,29.83,21.62,8.41,10.59,0.8,0.33
3188,7/19/2021,18:00:00,19:00:00,13.96,33.89,22.18,7.02,8.54,0.82,1.32
3189,7/19/2021,19:00:00,20:00:00,18.26,40.5,22.45,7.77,7.93,0.73,0.57
3190,7/19/2021,20:00:00,21:00:00,23,39.45,17.45,7.83,7.95,1.19,0.18
3191,7/19/2021,21:00:00,22:00:00,20.89,40.33,17.93,8.65,6.01,0.7,1.14
3192,7/19/2021,22:00:00,23:00:00,19.5,43.5,19.58,8.21,7.29,0.69,0.1
3193,7/19/2021,23:00:00,0:00:00,24,42,19.13,8.17,7.53,0.59,0.29
3194,7/20/2021,0:00:00,1:00:00,21.28,42.73,17.75,8.47,7.49,0.53,0.05
3195,7/20/2021,1:00:00,2:00:00,16.1,39.11,16.76,7.49,8.7,0.43,0.48
3196,7/20/2021,2:00:00,3:00:00,21,36.09,22.7,8.19,6.39,0.46,0.22
3197,7/20/2021,3:00:00,4:00:00,21,34.11,17.6,7.25,5.94,0.5,0.19
3198,7/20/2021,4:00:00,5:00:00,20.46,42,14.78,7.89,4.24,0.42,0.42
3199,7/20/2021,5:00:00,6:00:00,23.74,45.33,11.81,8.46,1.03,0.6,0.59
3200,7/20/2021,6:00:00,7:00:00,23.53,49.95,14.82,8.7,0.9,0.66,0.02
3201,7/20/2021,7:00:00,8:00:00,20,50.04,17.6,10.28,2.55,0.94,0.08
3202,7/20/2021,8:00:00,9:00:00,31.29,58,22.89,9.13,2.25,0.94,0.12
3203,7/20/2021,9:00:00,10:00:00,28.67,49.57,17.48,6.75,3.34,0.95,0.99
3204,7/20/2021,10:00:00,11:00:00,22,40.14,23.66,6.77,4.08,1.15,0.21
3205,7/20/2021,11:00:00,12:00:00,23.09,42.96,18.97,8.35,5.84,1.11,0.52
3206,7/20/2021,12:00:00,13:00:00,25.5,49,13.31,7.65,5.62,0.58,0.97
3207,7/20/2021,13:00:00,14:00:00,24,51,9.12,9.04,7.67,0.34,0.16
3208,7/20/2021,14:00:00,15:00:00,19.89,42.9,10.85,10.14,8.31,0.33,3.33
3209,7/20/2021,15:00:00,16:00:00,16,40.97,10.28,7.88,8.79,0.38,3.4
3210,7/20/2021,16:00:00,17:00:00,18.82,42.47,14.61,8.01,10.43,0.46,2.37
3211,7/20/2021,17:00:00,18:00:00,21.29,40.06,12.14,7.13,9.29,0.53,3.14
3212,7/20/2021,18:00:00,19:00:00,18.3,34.85,100.31,19.23,10.34,1.3,3.05
3213,7/20/2021,19:00:00,20:00:00,17.11,42.53,34.73,8.95,10.53,1.53,3.23
3214,7/20/2021,20:00:00,21:00:00,21.5,47.5,25.19,9.04,10.39,1.11,3.2
3215,7/20/2021,21:00:00,22:00:00,18.93,39.87,16.63,7.64,10.64,0.82,2.25
3216,7/20/2021,22:00:00,23:00:00,17,24.3,13.54,3.18,11.45,0.84,1.73
3217,7/20/2021,23:00:00,0:00:00,17.07,39.55,12.46,6.58,10.09,0.53,2.12
3218,7/21/2021,0:00:00,1:00:00,15.5,36,9.6,4.49,10.27,0.48,1.73
3219,7/21/2021,1:00:00,2:00:00,14.71,36.94,11.31,5.21,8.56,0.42,3.52
3220,7/21/2021,2:00:00,3:00:00,12,47,10.6,5.1,8.9,0.4,2.7
3221,7/21/2021,3:00:00,4:00:00,14.74,44.79,11.73,5.4,8.62,0.39,3.41
3222,7/21/2021,4:00:00,5:00:00,14.95,50.6,14.55,5.29,8.61,0.41,3.27
3223,7/21/2021,5:00:00,6:00:00,15.29,45.67,14.05,6.48,9.11,0.41,2.56
3224,7/21/2021,6:00:00,7:00:00,20.58,43,11.34,6.86,10.2,0.45,2.3
3225,7/21/2021,7:00:00,8:00:00,13.78,42,12.96,7.62,9.79,0.74,1.96
3226,7/21/2021,8:00:00,9:00:00,17.48,45.33,12.54,11,10.11,0.82,1.98
3227,7/21/2021,9:00:00,10:00:00,22,28.11,11.2,5.29,7.96,0.43,4.49
3228,7/21/2021,10:00:00,11:00:00,15.29,19.22,25.22,8.74,9.79,1.1,3.54
3229,7/21/2021,11:00:00,12:00:00,18,19,24.98,10.32,9.06,0.71,3.84
3230,7/21/2021,12:00:00,13:00:00,10.6,16.67,26.52,11.93,9.51,0.75,3.48
3231,7/21/2021,13:00:00,14:00:00,13.19,26.72,20.16,12,10.5,0.61,2.78
3232,7/21/2021,14:00:00,15:00:00,20.47,30.22,13.72,11.43,10.68,0.57,2.58
3233,7/21/2021,15:00:00,16:00:00,18.5,30.5,9.1,10.5,10.41,0.41,2.24
3234,7/21/2021,16:00:00,17:00:00,22,29,8.29,10.34,10.23,0.4,2.74
3237,7/21/2021,19:00:00,20:00:00,14.44,32.78,0.62,4.57,62.86,1.55,1.94
3238,7/21/2021,20:00:00,21:00:00,12.98,16,7.38,7.44,38.27,1.18,1.12
3239,7/21/2021,21:00:00,22:00:00,9.11,38.82,11.38,10.63,4.71,0.73,1.5
3240,7/21/2021,22:00:00,23:00:00,11,43,9.2,10.8,6.48,0.58,2.39
3241,7/21/2021,23:00:00,0:00:00,15.66,37.07,10.76,10.07,7.13,0.42,0.91
3242,7/22/2021,0:00:00,1:00:00,14.71,42,11.86,8.74,7.35,0.41,3.85
3243,7/22/2021,1:00:00,2:00:00,13.07,47.58,13.46,8.95,7.2,0.38,3.45
3244,7/22/2021,2:00:00,3:00:00,18,50,16.54,7.89,7.41,0.33,3.28
3245,7/22/2021,3:00:00,4:00:00,18.45,50.33,18.17,8.76,8.75,0.33,4.13
3246,7/22/2021,4:00:00,5:00:00,17.36,55.83,9.72,10.21,9.42,0.28,2.53
3247,7/22/2021,5:00:00,6:00:00,12.52,58,5.8,10.24,9.77,0.32,1.86
3248,7/22/2021,6:00:00,7:00:00,18.62,56.67,7.7,10.32,9.8,0.35,2.04
3249,7/22/2021,7:00:00,8:00:00,17,52.09,9.75,9.55,8.56,0.39,2.84
3250,7/22/2021,8:00:00,9:00:00,16.45,60.8,15.8,8.03,8.88,0.44,4.6
3251,7/22/2021,9:00:00,10:00:00,16.22,42.2,18.24,7.48,8.28,0.55,4.4
3252,7/22/2021,10:00:00,11:00:00,17.33,34.59,18.89,8.08,7.71,0.56,3.79
3253,7/22/2021,11:00:00,12:00:00,21.29,42,10.6,10.37,9.57,0.42,5.19
3254,7/22/2021,12:00:00,13:00:00,20.36,36,12.5,8.54,9.61,0.46,2.22
3255,7/22/2021,13:00:00,14:00:00,20,40.91,9.52,9.13,10.2,0.4,2.28
3256,7/22/2021,14:00:00,15:00:00,20,55,9.13,8.31,10.15,0.38,2.44
3257,7/22/2021,15:00:00,16:00:00,20.55,43.22,10.83,8.16,10.17,0.38,2.05
3258,7/22/2021,16:00:00,17:00:00,17.14,49.8,13.16,6.72,10.11,0.46,4.24
3259,7/22/2021,17:00:00,18:00:00,16.78,50,20.07,5.74,8.78,0.44,5
3260,7/22/2021,18:00:00,19:00:00,19.64,48.5,23.52,5.26,9.15,0.57,4.61
3261,7/22/2021,19:00:00,20:00:00,17,33,15.51,8.04,11.7,0.67,4.69
3262,7/22/2021,20:00:00,21:00:00,20.7,48.4,13.62,8.94,12.02,0.63,2.48
3263,7/22/2021,21:00:00,22:00:00,26.66,55.5,13.15,8.56,12.91,0.78,2.25
3264,7/22/2021,22:00:00,23:00:00,28,57,12.54,9.07,13.05,0.61,2.35
3265,7/22/2021,23:00:00,0:00:00,24,57.5,12.5,9.39,10.91,0.52,1.75
3266,7/23/2021,0:00:00,1:00:00,21.84,52.14,15.92,7.72,9.68,0.41,4.67
3267,7/23/2021,1:00:00,2:00:00,13.21,54,19.73,7.23,9.6,0.38,3.71
3268,7/23/2021,2:00:00,3:00:00,15,41.78,16.1,7.65,10.57,0.39,3.14
3269,7/23/2021,3:00:00,4:00:00,18.33,43.59,13.34,8.43,12,0.37,4.17
3270,7/23/2021,4:00:00,5:00:00,22,40.46,8.94,9.88,12.9,0.35,2.8
3271,7/23/2021,5:00:00,6:00:00,17.42,49,8.03,9.98,12.84,0.35,2.15
3272,7/23/2021,6:00:00,7:00:00,17.72,48.27,10.37,8.31,13.29,0.54,2.32
3273,7/23/2021,7:00:00,8:00:00,24,57.81,13.84,7,11.99,0.63,2.01
3274,7/23/2021,8:00:00,9:00:00,24.55,54.67,16.76,4.52,11.25,0.89,3.73
3275,7/23/2021,9:00:00,10:00:00,25,48.16,31.18,2.41,11.41,1.21,3.08
3276,7/23/2021,10:00:00,11:00:00,27.76,49.33,25.25,4.91,10.77,0.79,4.09
3277,7/23/2021,11:00:00,12:00:00,30,50,13.39,6.58,10.32,0.6,3.82
3278,7/23/2021,12:00:00,13:00:00,20.83,42.07,13.23,7.77,12.9,0.49,3.77
3279,7/23/2021,13:00:00,14:00:00,22,36,12.36,8.3,11.54,0.43,3.07
3280,7/23/2021,14:00:00,15:00:00,21.5,39.5,10.68,8.46,11.37,0.46,2.14
3281,7/23/2021,15:00:00,16:00:00,21.5,44.5,10.58,8.34,12.2,0.41,2.12
3282,7/23/2021,16:00:00,17:00:00,22,50.42,11.65,6.73,9.97,0.45,3.98
3283,7/23/2021,17:00:00,18:00:00,21.18,52,18.61,6.4,10.21,0.62,3.83
3284,7/23/2021,18:00:00,19:00:00,22.29,46.16,23.12,3.87,10.85,0.82,3.81
3285,7/23/2021,19:00:00,20:00:00,23.08,49,26.76,5.12,9.82,0.69,4.37
3286,7/23/2021,20:00:00,21:00:00,25.29,51.93,12.61,7.02,10.94,0.82,3.04
3287,7/23/2021,21:00:00,22:00:00,27.79,48.13,13.31,8.55,9.55,0.66,2.83
3288,7/23/2021,22:00:00,23:00:00,23,38.22,10.66,8.38,10.96,0.54,2.75
3289,7/23/2021,23:00:00,0:00:00,19,31.38,9.45,7.11,10.49,0.47,2.96
3290,7/24/2021,0:00:00,1:00:00,19,29,8.89,8.45,10.29,0.37,1.43
3291,7/24/2021,1:00:00,2:00:00,13.31,23.1,13.25,7.09,9.5,0.38,4.08
3292,7/24/2021,2:00:00,3:00:00,15.1,28.93,14.38,7.01,9.03,0.32,4.57
3293,7/24/2021,3:00:00,4:00:00,11,31.47,9.83,7.15,9.38,0.31,4.17
3294,7/24/2021,4:00:00,5:00:00,13.14,31.27,6.71,7.65,10.2,0.36,3.74
3295,7/24/2021,5:00:00,6:00:00,13.08,31.93,11.68,3.43,11.54,0.42,2.76
3296,7/24/2021,6:00:00,7:00:00,12.41,33,10.72,5.46,10.91,0.48,4.22
3297,7/24/2021,7:00:00,8:00:00,12.87,31.04,15.89,5.67,11.01,0.55,2.4
3298,7/24/2021,8:00:00,9:00:00,12.79,39.7,10.25,4.29,9.66,0.56,3.38
3299,7/24/2021,9:00:00,10:00:00,12.69,48.75,10.82,5.29,10.14,0.55,3.89
3300,7/24/2021,10:00:00,11:00:00,12.5,45.13,12.75,5.88,9.6,0.51,4.79
3301,7/24/2021,11:00:00,12:00:00,12.73,42.27,15.63,6.02,10.14,0.46,5.02
3302,7/24/2021,12:00:00,13:00:00,12.72,34.27,14.42,7.6,12.66,0.42,4.14
3303,7/24/2021,13:00:00,14:00:00,11.77,38,7.33,9.16,12.97,0.35,2.39
3304,7/24/2021,14:00:00,15:00:00,11.67,36.78,7.04,9.8,11.43,0.34,2.99
3305,7/24/2021,15:00:00,16:00:00,14,32.07,10.94,9.04,11.73,0.42,2.23
3307,7/24/2021,17:00:00,18:00:00,7,36,25.06,6.36,10.74,0.66,4.49
3331,7/25/2021,17:00:00,18:00:00,13,44.9,10.98,7.24,10.3,0.51,4.95
3332,7/25/2021,18:00:00,19:00:00,16.33,41.78,13.33,6.88,9.71,0.52,4.38
3333,7/25/2021,19:00:00,20:00:00,15,38.11,16.16,6.48,9.18,0.57,5.04
3334,7/25/2021,20:00:00,21:00:00,13,37.87,18.73,6.57,9.36,0.66,4.02
3335,7/25/2021,21:00:00,22:00:00,14.5,37,12.77,8.01,11,0.51,3.27
3336,7/25/2021,22:00:00,23:00:00,15.9,32.09,13.31,8.36,11.17,0.46,2.5
3337,7/25/2021,23:00:00,0:00:00,14.34,30.71,9.9,8.06,10.67,0.48,2.62
3338,7/26/2021,0:00:00,1:00:00,11.56,31.93,10.71,8.22,11.11,0.35,2.3
3339,7/26/2021,1:00:00,2:00:00,8.07,33,14.35,6.3,9.71,0.39,4.61
3340,7/26/2021,2:00:00,3:00:00,9,34.5,9.71,6.71,9.57,0.3,5.04
3341,7/26/2021,3:00:00,4:00:00,11,34.6,6.62,6.53,9.05,0.29,5.47
3342,7/26/2021,4:00:00,5:00:00,13.36,29.67,7.69,7.09,9.55,0.32,4.98
3343,7/26/2021,5:00:00,6:00:00,14.29,29.94,8.31,7.97,10.84,0.32,3.16
3344,7/26/2021,6:00:00,7:00:00,16.93,29.27,9.4,7.53,10.6,0.4,2.99
3345,7/26/2021,7:00:00,8:00:00,17.5,36,13.62,6.28,10.91,0.53,2.55
3346,7/26/2021,8:00:00,9:00:00,21,43,12.17,4.51,10.86,0.61,3.12
3347,7/26/2021,9:00:00,10:00:00,21,48.87,26.22,3.03,10.09,0.78,4.4
3348,7/26/2021,10:00:00,11:00:00,17,44.23,14.03,4.89,10.29,0.59,4.61
3349,7/26/2021,11:00:00,12:00:00,15.89,44.97,12.19,6.34,11.52,0.46,5.05
3350,7/26/2021,12:00:00,13:00:00,14.67,43.07,11.97,6.6,12.07,0.41,5.29
3351,7/26/2021,13:00:00,14:00:00,20.5,46.5,10.97,7.38,12.88,0.35,3.52
3352,7/26/2021,14:00:00,15:00:00,27,51,10.55,7.34,12.68,0.36,3.96
3353,7/26/2021,15:00:00,16:00:00,15,54,11.46,7.93,13.25,0.29,3.27
3354,7/26/2021,16:00:00,17:00:00,18.9,55,12.18,6.91,11.12,0.5,3.65
3355,7/26/2021,17:00:00,18:00:00,23,49,18.03,5.75,11.32,0.59,4.93
3356,7/26/2021,18:00:00,19:00:00,15,45.47,16.89,4.89,11.93,0.68,4.35
3357,7/26/2021,19:00:00,20:00:00,13,41,19.75,4.34,12.04,0.87,4.48
3358,7/26/2021,20:00:00,21:00:00,11.66,47.77,17.6,4.42,11.99,0.73,4.63
3359,7/26/2021,21:00:00,22:00:00,12.5,29.63,27.41,2.45,13.57,0.99,3.08
3360,7/26/2021,22:00:00,23:00:00,13.1,32.67,19.54,3.74,13.5,0.89,3.44
3361,7/26/2021,23:00:00,0:00:00,11.95,37,18.95,5.46,13.32,0.55,2.92
3362,7/27/2021,0:00:00,1:00:00,18,42.92,20.9,6.9,13.01,0.42,3.16
3363,7/27/2021,1:00:00,2:00:00,14.14,43.98,10.28,6.14,11.28,0.36,4.91
3364,7/27/2021,2:00:00,3:00:00,13.21,40,9.94,6.28,11.35,0.37,3.99
3365,7/27/2021,3:00:00,4:00:00,15.55,38,10.61,6.48,11.43,0.37,4.12
3366,7/27/2021,4:00:00,5:00:00,15.67,37.5,12.77,5.6,11.5,0.39,3.9
3367,7/27/2021,5:00:00,6:00:00,19.55,38.47,18.34,5.42,12.42,0.45,3.45
3368,7/27/2021,6:00:00,7:00:00,23.38,40.29,18.77,5.73,12.6,0.64,3.66
3369,7/27/2021,7:00:00,8:00:00,14,43.5,16.98,3.96,13.53,0.65,3.69
3370,7/27/2021,8:00:00,9:00:00,21,49.5,17.11,6.51,13.23,0.59,3.67
3371,7/27/2021,9:00:00,10:00:00,15.21,32,17.27,4.72,11.98,0.71,4.75
3372,7/27/2021,10:00:00,11:00:00,13.34,33,21.85,4.18,12.46,0.82,4.27
3373,7/27/2021,11:00:00,12:00:00,14.07,41.3,17.44,5.31,11.7,0.58,5.29
3374,7/27/2021,12:00:00,13:00:00,16.13,36.27,16.82,5.89,11.56,0.54,5.58
3375,7/27/2021,13:00:00,14:00:00,12.59,36.4,16.91,7.18,12.58,0.47,4.91
3376,7/27/2021,14:00:00,15:00:00,12,33.34,15.01,7.19,12.39,0.45,4.14
3377,7/27/2021,15:00:00,16:00:00,16.36,39,13.75,8.87,13.32,0.41,4.12
3378,7/27/2021,16:00:00,17:00:00,17.24,39,15.4,8.67,14.02,0.4,3.83
3379,7/27/2021,17:00:00,18:00:00,16.5,37,14.66,8.85,11.25,0.71,4.57
3380,7/27/2021,18:00:00,19:00:00,18.5,43.77,15.7,6.52,11.9,0.85,4.37
3381,7/27/2021,19:00:00,20:00:00,22.41,36.67,23.09,4.89,12.43,0.99,3.71
3382,7/27/2021,20:00:00,21:00:00,22.34,34.97,17.27,6.68,11.63,0.88,4.31
3383,7/27/2021,21:00:00,22:00:00,22.16,31.31,19.68,7.23,12.8,0.73,4.11
3384,7/27/2021,22:00:00,23:00:00,27.56,29.71,25.39,6.23,13.7,0.72,3.12
3385,7/27/2021,23:00:00,0:00:00,24.34,42.64,22.2,7.44,14.1,0.44,3.65
3386,7/28/2021,0:00:00,1:00:00,23.33,40.45,17.03,8.32,13.76,0.36,4.11
3387,7/28/2021,1:00:00,2:00:00,16.67,39,13.32,6.54,12.11,0.33,5.49
3388,7/28/2021,2:00:00,3:00:00,13.83,37.54,9.6,8.79,12.25,0.33,4.91
3390,7/28/2021,4:00:00,5:00:00,19.78,24.28,18.23,5.31,12.3,0.4,3.73
3391,7/28/2021,5:00:00,6:00:00,17,29.67,19.8,6.29,12.86,0.39,3.88
3392,7/28/2021,6:00:00,7:00:00,17,26.01,21.59,5.37,13.46,0.53,3.52
3393,7/28/2021,7:00:00,8:00:00,19.69,32.45,22.05,5.81,13.51,0.58,3.76
3394,7/28/2021,8:00:00,9:00:00,18.66,43,20.95,5.74,13.91,0.73,3.38
3395,7/28/2021,9:00:00,10:00:00,20.09,43,15.07,5.27,13.66,0.66,3.65
3396,7/28/2021,10:00:00,11:00:00,22.69,42.5,20.48,4.71,13.07,0.7,4.67
3397,7/28/2021,11:00:00,12:00:00,20,28,16.13,5.9,13.77,0.66,6.48
3398,7/28/2021,12:00:00,13:00:00,18,43,18.62,6.18,14.79,0.63,6.45
3399,7/28/2021,13:00:00,14:00:00,20.78,47.87,18.79,7.91,15.71,0.58,5.67
3400,7/28/2021,14:00:00,15:00:00,21.35,39,19.95,7.01,13.94,0.55,4.17
3401,7/28/2021,15:00:00,16:00:00,21.55,73.34,19.12,7.12,12.38,0.58,4.62
3402,7/28/2021,16:00:00,17:00:00,20.75,71.39,21.34,4.74,12.3,0.68,4.26
3403,7/28/2021,17:00:00,18:00:00,23.44,65.33,36.82,4.38,13.62,0.7,3.48
3404,7/28/2021,18:00:00,19:00:00,24.93,51.07,25.67,2.79,15.03,0.87,4.29
3405,7/28/2021,19:00:00,20:00:00,24.24,40.16,24.26,2.31,15.08,1.02,4.13
3406,7/28/2021,20:00:00,21:00:00,26,46.84,20.32,3.58,14.6,0.89,3.93
3407,7/28/2021,21:00:00,22:00:00,24.75,46.27,22.11,4.77,15.69,0.76,4.21
3408,7/28/2021,22:00:00,23:00:00,22.05,41.02,21.57,5.17,14.96,0.63,3.96
3409,7/28/2021,23:00:00,0:00:00,20.34,41,19.98,7.7,15.17,0.4,3.72
3410,7/29/2021,0:00:00,1:00:00,20,31.5,26.41,6.21,15.2,0.4,3.52
3412,7/29/2021,2:00:00,3:00:00,17,40.36,16.35,6.44,14.03,0.32,4.27
3413,7/29/2021,3:00:00,4:00:00,19.33,40,12.99,6.29,13.93,0.34,4.46
3414,7/29/2021,4:00:00,5:00:00,23,38.08,17.11,5.83,13.56,0.34,4.69
3416,7/29/2021,6:00:00,7:00:00,19.66,40,20.84,6.32,14.48,0.38,3.65
3417,7/29/2021,7:00:00,8:00:00,22,28.46,18.4,4.7,15.61,0.59,3.3
3418,7/29/2021,8:00:00,9:00:00,22.67,33.12,30.29,3.03,15.65,0.8,3.33
3419,7/29/2021,9:00:00,10:00:00,25.34,41.73,22.2,3.81,15.45,0.88,2.88
3420,7/29/2021,10:00:00,11:00:00,23.5,47,16.53,4.32,14.53,0.78,4.63
3421,7/29/2021,11:00:00,12:00:00,23.07,57.13,18.75,5.56,14.75,0.61,5.04
3422,7/29/2021,12:00:00,13:00:00,24.47,44.9,17.69,5.54,14.35,0.57,5.51
3423,7/29/2021,13:00:00,14:00:00,20.09,42.8,14.13,6.15,13.66,0.55,5.63
3425,7/29/2021,15:00:00,16:00:00,10.96,41.5,14.88,9.63,16.78,0.4,5.07
3426,7/29/2021,16:00:00,17:00:00,14.16,54,17.12,9.54,15.73,0.44,4.72
3427,7/29/2021,17:00:00,18:00:00,16,54.96,20.77,6.87,14.13,0.61,3.87
3428,7/29/2021,18:00:00,19:00:00,36.66,96,19.4,6.65,14.12,0.94,4.02
3429,7/29/2021,19:00:00,20:00:00,33.67,65.24,22.11,6.16,14.54,0.95,3.45
3430,7/29/2021,20:00:00,21:00:00,23.5,40.31,22.3,5.08,14.93,1.02,3.05
3431,7/29/2021,21:00:00,22:00:00,26.22,31.67,26.87,3.75,15.49,0.93,4.26
3432,7/29/2021,22:00:00,23:00:00,19,35,40.79,3.92,16.52,0.83,3.33
3433,7/29/2021,23:00:00,0:00:00,21.21,32.08,16.3,4.49,16.78,0.52,3.82
3434,7/30/2021,0:00:00,1:00:00,23.56,34.67,17.77,2.84,16.87,0.53,3.87
3435,7/30/2021,1:00:00,2:00:00,25.11,41.33,19.44,7.22,16.6,0.38,3.66
3436,7/30/2021,2:00:00,3:00:00,26,44,31.86,0.87,15.33,0.41,4.12
3437,7/30/2021,3:00:00,4:00:00,26.78,47.2,20.72,2.85,15.86,0.37,3.68
3438,7/30/2021,4:00:00,5:00:00,25.34,41.95,22.03,2.4,15.82,0.41,3.89
3439,7/30/2021,5:00:00,6:00:00,25.45,38.92,19.92,3.86,16.05,0.39,3.69
3440,7/30/2021,6:00:00,7:00:00,24.15,43.89,32.51,3.32,17,0.62,3.22
3441,7/30/2021,7:00:00,8:00:00,28.66,42.08,13.79,6.38,16.26,0.59,3.58
3442,7/30/2021,8:00:00,9:00:00,25.66,45.5,19.51,5.88,15.69,0.61,4.15
3443,7/30/2021,9:00:00,10:00:00,21.56,55.67,33.81,2.61,16.37,0.8,3.19
3444,7/30/2021,10:00:00,11:00:00,22.42,59,26.31,3.86,15.17,0.71,4.62
3445,7/30/2021,11:00:00,12:00:00,15.5,60,20.55,5.29,16.09,0.64,4.86
3446,7/30/2021,12:00:00,13:00:00,8,46.59,18.4,4.96,16.03,0.59,5.49
3447,7/30/2021,13:00:00,14:00:00,15.34,51,16.18,6.67,16.9,0.48,6.51
3448,7/30/2021,14:00:00,15:00:00,17.08,46.62,21.42,7.25,17.78,0.47,4.47
3449,7/30/2021,15:00:00,16:00:00,20,47.8,13.44,6.71,13.26,0.43,5.77
3450,7/30/2021,16:00:00,17:00:00,22.34,57.61,15.34,6.06,13.34,0.5,5.14
3451,7/30/2021,17:00:00,18:00:00,19.67,62.67,20.03,5.44,13.24,0.63,4.26
3452,7/30/2021,18:00:00,19:00:00,16.66,65.5,23.74,2.37,11.84,0.86,3.99
3453,7/30/2021,19:00:00,20:00:00,16,70,18.69,1.01,13.27,0.95,4.07
3454,7/30/2021,20:00:00,21:00:00,21,61.5,16.65,0.66,11.44,0.95,4.5
3455,7/30/2021,21:00:00,22:00:00,18.5,43,18.16,0.67,11.37,0.96,4.92
3456,7/30/2021,22:00:00,23:00:00,18.1,35.97,50.3,0.52,16.26,1.04,3.12
3457,7/30/2021,23:00:00,0:00:00,17.9,26.67,22.83,6.71,16.69,0.75,3.66
3458,7/31/2021,0:00:00,1:00:00,17,28.67,22.61,6.33,16.19,0.44,3.72
3459,7/31/2021,1:00:00,2:00:00,17.34,27.2,24.27,6.48,16.13,0.42,3.84
3460,7/31/2021,2:00:00,3:00:00,14.11,38.69,16.93,6.21,14.52,0.37,4.54
